,comment_body
765,"You are a talented writer, keep up the great work!"
766,"It's always good to have 'reach goals', very good reflection."
767,You are a talented writer. Keep up the great work.
768,"I enjoyed reading your reflection, it seems like you learned a lot."
769,Excellent point! It seems that you learned a lot from your experience!
770,Very well structured post. Your portfolio is coming along well!
771,"It seems like this was a memorable experience, great reflection!"
772,Very nice accomplishment! What a great opportunity for you
773,"What a great experience and opportunity, I enjoyed this reflection."
774,Very well structured post. It's always good to help others when you can. Your portfolio is coming along well!
775,It seems like you got a lot out of this trip! Great reflection!
776,Seems like a great cultural experience!
777,"Work camp is always a good opportunity to help others, I enjoyed reading your reflection."
778,"Both very elite universities, great reflection!"
779,"Great job, but please elaborate a little more."
780,Excellent. You provided a lot of detail and I found your post to be interesting. We are!
781,"What a great experience this must have been, nice post!"
782,"Great cultural experience, it seems like you learned a lot."
783,"I enjoyed reading your reflection, it seems like you learned a lot!"
784,You are a talented writer. Keep up the great work!
785,"Bartending is always a stressful environment, great reflection!"
786,Nice job! It seems that this was a diverse experience!
787,"Wow, what a great experience you must've had, very nice post!"
788,Great cultural experience!
789,Excellent. You provided a lot of detail and I found your experience to be very interesting!
790,You are a talented writer. Great cultural take away!
791,Great reflection! It seemed like a nice opportunity.
792,"Very well structured post, your portfolio is coming along well. We are!"
793,It seems like this was a memorable experience giving back to the community.
794,"Great cultural experience, I enjoyed reading your reflection."
795,Excellent. Your provided a lot of detail and I found your experience quite interesting.
796,You are a talented writer. Keep up the great work with your portfolio!
797,"What a great cultural experience, it seems like you learned a lot!"
798,"Great job, try to elaborate more. Seems like a nice cultural experience!"
799,Nice job! It seems that you learned and have a diverse set of skills.
800,Excellent. You provided a lot of detail and I found your experience quite interesting.
801,Great reflection. It seemed like a nice opportunity with NHS.
802,This sounds like an amazing experience. Being culturally informed and connected is a huge benefit to you as our work spaces become increasingly globalized.
803,Being independent is a good thing! Keep taking risks and exploring opportunities - even if you have to do it alone. You'll (continue to) discover that it's okay to stand on your own to feet and you'll have more courage in doing so!
804,Exploring and traveling will continue to teach you a lot about yourself as well as others. Don't stop exploring. Don't stop learning.
805,"What a unique experience to learn how to problem solve and be adaptable. This is a great example of showing how you work well with others, especially under pressure!"
806,Being able to 'see things from the other person's perspective' will help you go far in life - it also shows you are able to see more than one side/view to a situation.
807,"Congratulations Kurt, if you get a chance let us know how the launch goes.  What is the biggest challenge and how did you solve it?"
808,Interesting comments for a stir fry dinner!  Who won the contest for eating the most?
809,That is also the job I did for one summer many years ago.  Did you have any close calls falling off as I did?
810,Interesting how such a small social event can build bonds to create a better team.
811,"Good comments.  In the engineering world ideas can be relatively easy to come by, but the execution is not always so easy."
812,Best of luck to you.  Did you cover the security aspect of this type of app?
813,"This is a good story, but doesn't seem to match the Community Service heading that I clicked on. So, under the Community Service tab maybe you can use a different example that shows some community service you participated in."
814,"Keep up the good work with children as you volunteer for things in the future. You will always learn something, just as you did in the story above."
815,"Malvika, your resume is looking great - it is concise, clean and professional! Companies are looking for candidates who have experience like yours and can bring skill sets to their organization. All the best!"
816,"Hi Jordan, you have a great GPA and have identified some good skills.  Companies would value seeing your resume if you post, too."
817,"Hi Manuel, great job highlighting some of your key skills, organization and interests. Consider adding your resume - companies would be interested in accessing your resume through this page."
818,and how might it differ from one group member to another?
819,Glad to see that you have a personal connection with the Arboretum! When do you find yourself going there most often?
820,"How did learning this """"downward dog"""" yoga pose impact your way of thinking? Do you think that now, after learning this pose and realizing how challenging it was, it will prompt you to try out more yoga classes to improve your flexibility?"
821,"Nice! Glad to see that you are learning new skills, no matter how trivial they might be."
822,"I'm glad your fellow mentors were able to teach you some new skills! Never underestimate the importance of Snapchat, you never know when the skill of using 2 filters at once will come in handy."
823,"Bhangra is probably one of the coolest types of Indian dance (in my opinion) and hard to teach, so props to you!"
824,Glad you're enjoying Penn State so far!
825,Hopefully your next group project doesn't go as horribly as this one!
826,Do you think this learning experience will prompt you to try to learn more Mandarin in the future?
827,"Casey, this is a really great mission statement! It is very important in life to think about independence, and using this as motivation will guarantee your success."
828,"Elena, your medical brigade to Honduras sounded like an amazing experience! I'm very glad that it helped you realize your passion of becoming a doctor, and I wish you the best in your goals!"
829,"Haley, I really like how your mission statement revolves around helping others, and that you use that mission in both your professional and your personal life. With that attitude you will definitely be able to change the world!"
830,"Penn State is definitely an exciting place to spend a day, or even a full four years! The activities that you mentioned seem like great ways to meet new people and build a sense of community. It seems like you have no shortage of school pride!"
831,"Sounds like like a nice relaxing night of making new friends! Penn State definitely contains a multitude of enjoyable activities, and they're even more enjoyable when done with a group of friends. It's important to build camaraderie with your peers, especially if you'll be working closely with them."
832,Glad you found a way to share your skills with someone else!
833,"I'm taking a yoga class this summer so I'm anticipating the same revelations that you expressed here. Now, I still cannot 'whip', as I'm told that I look like Hillary Clinton whenever I attempt it. I hope you had fun with your skill swap experience!"
834,"Wow, that's an intense language! I'm always amazed at how diverse language really is. I only speak English and a bit of Spanish so props to Cameron for going the distance. I'm glad the experience was gratifying!"
835,Great insights. I hope you bring them to your mentor role in the fall! I'm excited to see how everyone interacts because I remember how awkward orientation was at first and then how it melted away by the end.
836,"Thanks for temporarily joining our group, Matt! Remember the lessons we learned on Old Main when SHO Time rolls around this August!"
837,"Very neat, Alex! It seems like you learned a lot from this unique holiday! We can realize the beauty of cultural variance when we experience a way of life or celebration outside of our normal routines. Thank you for sharing!"
838,"I'm really glad that in doing this exercise, you came out with something different than you were expecting. I think an important part of the mission statement is not to sound good (even though yours does) but to be honest with it."
839,"Kara, I\'m so happy for you that you\'ve found a dream career path. Lots of people struggle with this aspect of college! How was the first women\'s exhibition game? I would love to hear more via another post or comment. -Emily"
840,Courtney- Your experience in Junior ROTC is really impressive. How have you continued to practice leadership skills in college?
841,"Celine- I\'m glad you were able to learn from this valuable role modeling. However, it\'s unclear what your involvement was in the incident. It would be great to see more posts about things you\'ve done, especially here at Penn State."
842,"Anya, This is a great post. It was interesting to hear about your interest in art and creativity. You should consider taking a class at the Center for Arts and Crafts- really fun and great for amateurs! (http://studentaffairs.psu.edu/hub/craftcenter/)"
843,"Wow Liza, what a story! I would have been very stressed if I had to teach a class on the fly. You should consider being an undergrad TA during your time at Penn State- talk to instructors and other undergrad TAs."
844,Michelle- can\'t wait to hear about more of your leadership positions. I love all the details in this post.
845,"Melanie- Thanks for sharing. I would definitely add \""""Initiative\"""" to the list of skills you used here."
846,"Sara- This is a really intense story, thank you for sharing! Being an EMT is great experience as a BBH major. I\'m interested to hear more about your Penn State experiences as you go on."
847,This is a great story. Especially for recruiters to see you leadership skills and philanthropy. This is a really good post.
848,Love that you went with your group. Great post. This is what we want in a post
849,Good post. I think you should aware of speaking in passive voice. Also your sentence structure can use work. But the skills displayed are exactly what we are looking for
850,"There is a good flow to your post. Im kind of confused how the skill \""""diversity\"""" fits in but thats something you can flesh out."
851,I like the honesty. Next time try to reflect more while you are in the area about your history and/or how something you see has sparked a revelation of a skill you have or may want to develop
852,Nicely done connecting two of your chosen art works to your choice of Penn State as your University!
853,Interesting and succinct descriptions of three very different artwork choices.  Do you think you they might also have some sort of connectedness also?  I would ask you this if I was talking to you about this post.
854,Interesting and succinct descriptions of your chosen artwork that really show some deeper thinking on your part as well as letting a bit of your personality and values shine through.
855,Nice job connecting all the works of art you chose and using them to share a little bit about yourself at the same time.
856,Interesting and succinct description of your chosen artwork that really shows some deeper thinking on your part as well as letting a bit of your personality and values shine through.
857,"This is well written, However I would just be careful of making sure you review and edit before you post, I noticed you have a spelling error by \""""to enter so I have -T- be very good\"""""
858,Thanks for sharing this experience! I see that you\'ve developed great skills from your experiences. I would suggest that you focus on one narrative to dive deeper into the story and reflect on that.
859,"Hi Elle, thanks for sharing your experience. Unsure of how your leadership experience relates to the reflection. I would suggest you add a little more focus in your narrative and hone in on the skills you developed at that given moment. Other than that, good work!"
860,"Hi Jeong, great job on this reflection. I enjoyed that you and your team were able to discuss current issues. Being able to share your perspectives with others is very useful in a team setting. Thanks for sharing!"
861,"Great reflection, Marissa. I\'m happy to hear you had a great experience at your retreat. Being a good leader also means being a good teammate. As Shannon said, get involved with orgs on campus!"
862,"Hannah, thanks for sharing your experience! As you continue through adulthood, you will experience different types of leaders. It\'s always beneficial to  understand how different styles affect the team\'s morale and productivity. Consider taking leadership roles in multiple student orgs to gain new experiences. Check out clubs.psu.edu. Great work!"
863,"Nice reflection, Lauren! As you continue through adulthood, you will experience different types of leaders. It\'s always beneficial to  understand how different styles affect the team\'s morale and productivity. Consider taking leadership roles in multiple student orgs to gain new perspectives. Check out clubs.psu.edu. Great work!"
864,"Great post Alexandrea! Retreats are a great way to rediscover yourself. If you\'re looking for more leader or teamwork activities, find some orgs to join at clubs.psu.edu! Keep it up!"
865,"Nice reflection, Alexandra! As you continue through adulthood, you will experience different types of leaders. It\'s always beneficial to  understand how different styles affect the team\'s morale and productivity. Consider taking leadership roles in multiple student orgs to gain new perspectives. Check out clubs.psu.edu. Great work!"
866,"Being a woman in the engineering field is hard, eespecially when it is considered a male-dominate field. It is very important that you have this drive and passion for your degree, especially in engineering! You should take your experience with children from this post and further elaborate into another post. It seems like you were really happy with this position and it shows in your tone of writing."
867,THON seems like it has had a big impact in your life so far! I highly suggest writing a post on THON as a whole experience in addition to what you have done invidually with your groups. It is really impressive that you have done so much so far and are passionate with the things you do.
868,"Great illustration of \""""stretching yourself\"""" and your future goals."
869,I like the explanation of the thought processs of your flavors at Sweet Frog. This shows the decision making skills you have and is desirable to recruiters to see this process.
870,"This is very important that you can master these skills and be able to also hold yourself to a standard as well as communicate with your team during dinners like these. In your future career, dinners like these with both your team and clients will happen."
871,I miss Jeff  Smucker....this was a sad entry.
872,Sounds wonderful . . . looks beautiful.
873,This was an awesome project - way to share it!
874,I think that we often forget that small steps can lead to a larger goal.  Kudos to you for starting a business that is supported by your community!
875,This is great to place in your portfolio.  It shows you are willing to take risks!
876,Beautiful design!  Hope we can work together someday.
877,This is excellent!!! I would like to place my oder now for the holidays.  Do I order them at school?
878,This is how I feel when dealing with 8th grade girl drama!
879,Fabulous cause.  Let me know when the next one takes place.
880,Way to go! I\'d love o buy a pie. :)
881,was this at PVEI?
882,This pie look delicious.  Do you deliver?
883,Just watch the camera footage the next day.
884,Inspiring story. Makes me want to go out there and watch somebody else run.
885,I am so very proud of you accomplishments!  Way to go!
886,I love marbles.
887,Great image- this captures the  angst we are hoping to prevent in PV graduates!
888,There was no better training for Administration than customer relations.  Nice job.  I need to work on my picture skills.
889,Very cool!  Well deserved!
890,Ahhh.....I miss these times :(
891,Beautiful . . . didn\'t know this!
892,la la la la la la la.....singing shows you are outgoing!  Great entry
893,You are so talented! Thanks for sharing your fun ideas.
894,That was a wonderful event.  You guys did a great job making that night a positive experience for the kids.
895,I would love to hear you sing.
896,What was the shop\'s policy on multiple flavors on single cones? You did a sweet job writing this up.
897,Excellent initiative.  Are you planning to sell any at work soon?
898,"How cute! What a nice way to spend community service hours, helping a baby bird!"
899,This is so cool!
900,Woohoo!
901,Thumper is so cute!
902,Did you ever lose your marbles while doing this?
903,What a wonderful experience!  The Kids at PV are lucky to have you.
904,Working with at-risk youth shows that you are adaptive and a risk taker!  Great entry!
905,This can be very challenging!
906,I love this description- the kids submitted many awesome pics for this event for yearbook.  It was an amazing team building activity.
907,Smart decision!  So proud of you!
908,Congratulations!
909,What an amazing opportunity and definitely creating some great Interpersonal Skills! And what a beautiful dress!
910,Wow! This should be nominated for Principal of the Year.
911,. . . reminds me of my trip last spring . . . missing Disney:)
912,Hooray for mental health!!  ;)
913,Sounds like a fun job!
914,The picture is upside down!
915,"I have decided that if I make it to 2022, I will come visit.  Invited or not!!!!!!"
916,Woah!! This is amazing! Congratulations!
917,What did you do?   What presentations did you give?
918,This is very nice!  I think I could have my children make gifts like this for family gifts this year.
919,"Although we lost a great administrator, that is a fine piece of jewelry."
920,Where is this?  We need it at the elementary level!
921,"Unfortunately, the money spent at 2000 Degrees that day could have been better spent on parenting classes."
922,Being a behavior specialist is quite the job in education.  It was great experience I am sure.
923,How did going to camp next to a sublime ocean make you feel?
924,"Well done writing succinctly, but in a meaningful way, how you relate to these three different works and what they symbolize for you."
925,"You should look in to our Maymester trip to Lyon, France. It is a wonderful opportunity to explore both cuisine and culture and you could practice your French language and get some of those skills back (in a hurry, I suspect.)"
926,"I believe that the ability to identify with piece of art is what makes it so beautiful. Now that you have identified pieces of art that you can relate different events in your life to, you are more likely to be able reflect on the lessons you learned in those experiences. This is exactly what happened to you. Adaptability, self-awareness, and creativity are all great skills to have in order to be successful in life."
927,"I love the imagery that you are creating with your word choice in the beginning. As I read your post I feel like I am there. Your father\'s dedication to teaching you the sport of track seems like it has been huge in your development. I believe that teaches you a lot of lesson, including leadership, that will make you the best all around professional you can be."
928,"This is fantastic!!! As a fellow gamer, I find it really impressive that you go out of your way to do things other women have not really stepped heavily into yet! This also shows a great deal of organization with the size of your group."
929,This is nice that you admitted the mistake of incorrectly creating a bowl for your teammate. Also it shows that you had the drive and dedication to get back up and make another bowl they were dissatisfied with. This also shows emotional intelligence that you reacted to the dissatisfaction that you had noticed and acknowledged it.
930,This was a great experience to write about.  This was a good stepping stone back story post for the more recent posts you have.
931,"Luke, you are the living example of, \""""alone we can do so little, together we can do so much,\"""" and that is amazing! Your behind the scenes contribution helped to make THON be the best it could be, and for that reason, you make a great role model. Keep it up!"
932,"So glad to hear you found this engaging and are excited to explore further.  This was a first for my PSU14 sections, so I\'m really glad it hit the mark for at least one student!"
933,Interesting challenge and a good way to demonstrate your team building skills.
934,"What\'s up Jonathon! This is a great entry, you not only shared your experience, but reflected upon it as well. This is a great way to show your value in the classroom, and workplace. Keep up the good work!"
935,I would use this continuation to further explain your personal use of the skills.
936,"Regardless of the fact you refused to talk about work, at least you were able to connect and engage with your team through other topics. These types of events are imperative for strengthening group connections which in term strengthens the qualities of projects."
937,This looks like an awesome experience Ricky.  I would love to hear this better version of \'Super Bass\'.  I certainly don\'t have the talent to perform but respect the courage it took to get on stage and nail a song.  Congrats.
938,CAD is a super useful skill to have! It is great you voiced this technical skill in addition to your soft skills in this post!
939,"This is a really great organization to get involved in. THON is recognized by many people everywhere you go, helping people like this shows the heart and caring you have for people which is great in a workplace environment and life in itself."
940,All these experiences of leadership and community involvement are great! Keep up the good work!
941,I really think that you should expand on this post based on your skills you put as the tags.
942,I am happy that you were able to get a better understanding of ethics. Ethics are very important to your success at PSU and in the corporate world. Also love how you end this post by saying that you arent perfect but you will make a cognitive effort to be as ethical as possible.
943,"This is a great lesson to learn early. Privacy is important when you are working in healthcare. In health care people are coming to you in their most vulnerable states, which means they expect you to keep all of their information. Also it is Important to respect privacy in healthcare because if you don\'t you could leave your organization open to huge fines.  "
944,I like how you were able to take this stroll down memory and connect all of your experiences to you current life at penn state. It is impressive that you were able to make the varsity team as a freshmen it shows that you are not only a gifted athlete but a hard worker. This experience shows that you have the ability and willingness to learn from your elders in order to improve your skills.
945,Great post. Privacy is so important especially if you want to work in health care. People come to healthcare facilities in their most vulnerable states so keeping what they share with you private is pertinent. Also there are a lot of regulation in healthcare that if you don\'t keep patient information private the organization can be subject to huge fines.
946,"First off I completely agree with you that the media has a huge impact on our lives. Especially with social media, we have become dependent on them for the newest trends and update us on the world news. Also I agree that our generation is hampered by this dependence on technology such as our cell phones. I think that this conversation will serve you well because it will make you more aware of this dependence and you can make a cognitive effort not to be. "
947,"I am happy that you were able to see yourself in so many pieces of art. This really shows you have a great understand of self awareness. I think if I saw that \""""application accepted\"""" picture i would have felt the same way. I think that you last quote is something that everyone should hear. College is an experience where you find out who you are. "
948,It is great that you got to do something that is atypical of your schedule. Music is a huge relaxer and i believe that it is one of the major things that kept me sane during my time at PSU. I suggest you continue to use music as a stress reliever.
949,"The beauty of PSU is something that will have many people in awe. I am happy you got to experience that. You seem to have the concept of \""""Self-awareness\"""" completely. "
950,That is what this event was all about. Being open to trying new things will be a reoccurring theme in your life a PSU. Allow this great experience to show you that you can have a great time doing some thing that you have never done before.
951,I love that you are visits the arboretum with classmates. You showed all the skills that you listed above the entry. Great post
952,"Cool, I\'m sure kids will love this! Keep us updated on how this pans out, I would love to read more of your entries. "
953,"Ah, so many of your entries are about contests, you’re leaving me hanging with the results! Not only are you a very creative person Joel, but a great thinker under pressure, which speaks volumes. Nice job!"
954,Very well said Vanna!  I can see your core values in action at each of our sessions and in my encounters with you at speaker luncheons.  Keep it up!
955,"One of my favorite cheesy sayings is, “a chain is only as strong as its’ weakest link.” You’ve definitely captivated this saying, and applied it to your roll as a leader, kudos! Self-awareness is a rare but important attribute, making you a valuable asset to any team or organization. This is awesome!"
956,"“A group becomes a team when each member is sure enough of themselves and their contribution to praise the skills of others,” is a cheesy quote I like to remember when it  comes to teamwork. You seem to not only understand this, but apply it to yourself, kudos to you! I would love to read more entries where you further explore who you are in team settings!"
957,"“Team work makes the dream work,” is a cheesy phrase I love to annoy my coworkers with! It’s great you recognize the value of working cohesively with a team, this is important both in and out of the classroom. Keep up the good work!"
958,"This is awesome Nikki, you did a nice job in both summarizing and reflecting. Your ability to channel what you learned in cheerleading to potential workplace scenarios gives great insight to potential recruiters. Kudos!"
959,It was such a pleasure meeting you & spending time with the rest of the WLI class!
960,"I think this is a great point to be aware of. I think many times our negative opinions of conflict effect our ability to deal with conflict. If we regard conflict as a way to have a positive outcome, all parties benefit. Great insights Abby!"
961,Hi Tori.  I admire that you gained new perspective on the art of failure here.  It\'s never easy to feel like you\'ve disappointed others or yourself.  It shows real leadership and growth when you can take those moments and learn from them.  I think that\'s when greatest growth occurs.
962,"Kylyn, as I read your reflections, remind me of one the greatest leaders in sprituality and human justice said \""""the best way to find yourself, is to lose yourself in the service of others.\"""" — Mahatma Gandhi. "
963,"It sounds like your brother is a wonderful role model! There are indeed numerous opportunities to be a part of PSU and pursue your passion. Here is the searchable directory of student organizations:https://studentaffairs.psu.edu/hub/studentorgs/orgdirectory/ And, of course, if we do not have a club of interest, you too, can start your one. Have you thought about joining one of the Spanish clubs on campus?  "
964,"Catie, this is a great experience to share.  Often company policies can get in the way of being human.  Great job reading past just the declined cards and asking your manager for assistance.  Kudos to your manager as well for giving that bit of space the person needed to catch up on their finances.  Great work!"
965,I love this post. I can especially emphasize with being dragged to places by a significant other. It can really take away from the beauty of a place. But I\'m happy that you went back and gained a new perspective. Great imagery in this post.
966,These are all PSU must stop place when someone visits state college. They all tell the magical story of PSU. I also like how you suggested people should visit Beaver Stadium on non-gamedays. This is important because for people that don\'t go to PSU they can sometimes only think of Penn State as a football community but there is much to it than that.
967,"This campus has a lot of things to offer, including an expansive history. Im happy that you were able to enjoy the museums and feed your curiosity. It is important to stay curious while studying at PSU because it will lead to finding out exactly what you want to do with your life. "
968,This is great. Always lean on music because it is really good for stress management. Also I like how you tied it back to when you use to play an instrument in high school. It is important to keep music as a stress reliever because throughout your years at PSU you will have to deal with a lot of deadlines and assignments.
969,this is a great post. Life can fly by in the blink of an eye. Thats why I think you are on a good path by taking the time to go to arboretum and reflecting on life\'s events. This will allow you to see how far you have come and where you want to go.
970,This is great. You are ahead of most freshmen by reaching out to alumni so early. Continue to do this because having a good network is very important at PSU and in the real world. Plus these conversations will help you learn exactly what you want to do with your life.
971,I had John Water in undergrad he is a great teacher so i know you learned some great information. IT is very important to find a balance of studying long enough but not too much that you are unable to perform well on the exam. This advice will serve you well as the number of assignments you will have increase.
972,Privacy is very important thing to consider in this day of social media. Everyone knows everything about everyone which can lead people to paint a different picture of who they are to others. SO i think this talk was a great step in the right direction for the new generation to learn that privacy is a person\'s right that should be honored
973,That horse picture is exactly what college is like. Its an uphill battle but once you get to your destination you will be able to appreciate all of your hard work. I think you should continue visiting places like this that cause you to reflect on your like because it will allow you to see how far you have come.
974,Wow this is a great experience. Its different than most people and shows your desire to learn about medicine at a young age.
975,I love that you went to this event with 2 other classmates. In your classes is where you will develop relationships with people that will turn into your best friends. Also networking with others in the HHD college will serve you well for future class study groups.
976,Art is a beautiful thing that inspires nostalgia and reflection. I think this post is good because you are showing growth. You started off the story by saying you hated museums but now after this experience you have changed your mindset.
977,this post shows several skills that will serve you well in your future.
978,Having that balance of transparency and privacy is very important. It will allow you to be successful in life. Continue to open up to people but only those that you can trust. You have definitely developed your critical thinking skills
979,"Kudos to you, I can’t stand running! Here, I would love to read specific examples of how you used teamwork, critical thinking and your physical abilities to place in the top two finishers!"
980,"Hey Andrew, thanks for sharing! Team work makes the dreamwork seems to be your motto here! Consider sharing about a specific time you worked with your team. Maybe you took up the leader roll, or proposed a solution to a problem! In not just summarizing, but reflecting, you allow for deeper insight into the way you think!"
981,"That is a long list of accomplishments, kudos! I would love to read more stories about your time spend working at the warehouse, it seems you’ve been there for quite a while. Keep up the good work!"
982,"Andrew, this is awesome! This is a great example of what can happen when you pursue something you’re passionate about. Keep up the good work!"
983,I believe it is great that you are holding on to the values and lessons your grandparents have taught you
984,Great example of community engagement. These are the types of things we like to see in this Live IT posts
985,This is REALLY great that you stuck with something for this long so far! It really shows perseverance and dedication to what\'s important to you as far as careers.
986,"This is also a great leadership experience, I would add this in your tags as well! "
987,This is a very impressive project to be involved in. I highly suggest joining and participating in more experiences like this either with clubs or on your own to keep up with what you\'re doing.
988,Congratulations! That is an amazing thing to be proud of. Definitely keep involved in events such as these!
989,This was a very impressive way to describe a fraternity social chair. This post describes your position in the exact terms of professionalism people like to see.
990,This was an interesting experience to write about. You were able to take a simple visit to friends in another university and pull your skills learned out of it. I applaud this post and hope to see others like it in the future!
991,This is a very impressive post. It really shows the knowledge you have of your field and of your projects. It is great you are working with the Navy as well! Thank You!
992,This is a great experience to have. I highly suggest further creating more Posts like this with experiences you have had working with Navy research.
993,This is impressive you connected the experience back to your major and passions. I highly suggest further
994,This is impressive you connected the experience back to your major and passions. I highly suggest further immersing yourself in experiences such as these.
995,"From the Live It team and I- congrats on finishing the semester!  I know that the commenting feature isn\'t meant for messages like these. But, I\'m reminding you that as you enjoy your winter break, recruiters will continue to view your portfolios and in search of potential interns or hires. The more quality stories you have, the more likely you are to start that dialogue with your next employer. I encourage you to log in and check for comments or messages. Happy holidays!"
996,"From the Live It team and I- congrats on finishing the semester!  I know that the commenting feature isn\'t meant for messages like these. But, I\'m reminding you that as you enjoy your winter break, recruiters will continue to view your portfolios and in search of potential interns or hires. The more quality stories you have, the more likely you are to start that dialogue with your next employer. I encourage you to log in and check for comments or messages.   Happy holidays!"
997,"From the Live It team and I- congrats on finishing the semester! I know that the commenting feature isn\'t meant for messages like these. But I want to give you a heads up: as you enjoy your winter break, recruiters will continue to view your portfolios in search of potential interns or hires. The more quality stories you have, the more likely you are to start that dialogue with your next employer. I encourage you to log in and check for comments or messages. Happy holidays!"
998,"From the Live It team and I- congrats on finishing the semester!  I know that the commenting feature isn\'t meant for messages like these. But I want to give you a heads up: as you enjoy your winter break, recruiters will continue to view your portfolios in search of potential interns or hires. The more quality stories you have, the more likely you are to start that dialogue with your next employer. I encourage you to log in and check for comments or messages.   Happy holidays!"
999,"From the Live It team and I- congrats on finishing the semester!  I know that the commenting feature isn\'t meant for messages like these. But I want to give you a heads up: as you enjoy your winter break, recruiters will continue to view your portfolios in search of potential interns or hires. The more quality stories you have, the more likely you are to start that dialogue with your next employer. I encourage you to log in and check for comments or messages.   Happy holidays!"
1000,"From the Live It team and I- congrats on finishing the semester!  I know that the commenting feature isn\'t meant for messages like these. But I want to give you a heads up: as you enjoy your winter break, recruiters will continue to view your portfolios in search of potential interns or hires. The more quality stories you have, the more likely you are to start that dialogue with your next employer. I encourage you to log in and check for comments or messages.   Happy holidays! "
1001,"Eclair, this is a great experience and what could be better as a Wahoo to keep a 5-year commitment to maintain engagement.  You can use Live It for this, let us know if you want to try it.  Great work."
1002,Nice!
1003,Well done!
1004,Making sure a comment can be left.
1005,Good job!
1006,tc
1007,Thanks
1008,I like your story Alex!
1009,I really do!
1010,"I noticed that my other team members had no problem speaking with him, so I picked one who would understand why I was asking this of her, as well as willing to ask him to complete tasks. It was only a summer semester, but if it had been longer, I would have sat down with him to create a resolution, discussing where we go from there. I never found out the exact reason he did not want to listen to me, but I have hypothesized a few potential reasons, from him not taking """"orders"""" well, to myself, and not what I said to him, but how I said it. I have learned that I need to understand that tone can change the meaning of a conversation, and to create a open environment for critiques, even towards myself. "
1011,This is a comment
1012,Is this comment under the pending tab?
1013,Nice profile
1014,Can you see this?
1015,But you can't see this?
1016,I love animals...what have you learned?
1017,Which one are you?
1018,@Catherine Hall - 4th from the left!
1019,Nick this was awesome!  Thank you!
1020,Very cool!
1021,I like it  It's clean an it's ongoing
1022,Very insightful!
1023,"Thank you for sharing this Kristine.  To be fair, I'm not sure I've found myself at 33. Life, especially when you are ambitious, is a trial in learning and perseverance.  My family didn't understand why I chose to get a Masters degree or move around the country repairing broken school systems.  They saw the immediate need for me to be safe and secure.  What you are proposing is brave and 1 skill you will want is the ability to ask for help.  Not from a place of weakness but rather self-awareness. TY"
1024,Very interesting!
1025,I'm done
1026,Nice pic Emily
1027,Nice boys have a nice afternoon today
1028,hello
1029,yaaaaaaassss
1030,Hi
1031,I love swimteam
1032,You spelled course wrong.
1033,"Devin, good job so far. Remember to capitalize your'""""I's."
1034,cute photo :3 and I'm impressed
1035,Some of the periods need to be commas.
1036,maybe you could add more sentences to your first entire
1037,Hey this is good.
1038,Add more to your color run add more detail
1039,Fix the area with the random period.
1040,I think your a sweet girl Carley. I loved this post because this reminded me of how much I love to help my mom whenever I can or if I have time to. Thank you.
1041,add periods
1042,add more paragraphs
1043,put space after period
1044,Good paragraph.
1045,Theres really nothing for me to judge here. It's all beautiful in so many ways.
1046,You need a comma between interest and I
1047,capitalize i's
1048,"I am very sorry, but I think that what you did was great."
1049,Add the word out after help.
1050,I love the detail
1051,Love it Nikki
1052,I like this stuff and I do this stuff because I have to.
1053,I go there too
1054,Can you talk about your skills? It is kind of the point of this you know.
1055,Great entry!
1056,I like hunting too
1057,I liked them. Maybe explain a little more.
1058,This paragraph is interesting and you helped me visualize street cleaning well.
1059,it could be a good paragraph if it was longer.
1060,This was the only one there at the time so it was my favorite. Make sure you have longer paragraphs :)
1061,"Good job, but watch for the I"
1062,I think that you should add more of a reason about why you like sports and I like how it tells me all of the sports that you do.
1063,Cool topic!
1064,I really like this entry and hearing about your time in girl scouts.
1065,I also help tutor in 6th grade.
1066,You broke a bone in Mexico? Cool.
1067,i think that you need to be more descriptive with your color run piece.
1068,Great one sentence a little confusing but great.
1069,younger younger
1070,I like how you show your enjoyment in the sport you play.
1071,I go to a youth group in pvyc
1072,I like sports so it caught my eye.
1073,I like how your already trying to be involved in firefighting
1074,You should be more specific
1075,I love the topic!
1076,"True, love family. "
1077,i also have pigs
1078,That was nice of you to do!
1079,I liked the detail.
1080,I like the way you still have fun even if you don't win.
1081,Needs to be a paragraph and need to show why the things are marketable skills.
1082,I liked this entry and hearing about the time you spent with the second graders. I wish I would have tutored them too.
1083,"I like gaming to, my life is on my Xbox."
1084,This is an impressive paragraph. Good job using details!
1085,Helping the community is cool.
1086,Love the topic!
1087,be descriptive boy
1088,I can relate
1089,change the we plz
1090,Nice job
1091,I liked how you told us that you no longer do Girl Scouts.
1092,Read over because I found you saying a instead of I
1093,I like to hunt too my dude.
1094,You need more in your paragraph
1095,good job
1096,Nice job describing the sport and stuff
1097,This is very interesting.
1098,Love your little kid face and I love hunting also.
1099,I had lots of fun at your Mini-THON! I enjoyed reading more about what you guys accomplished
1100,try not to use I think as much
1101,There are two periods at the end of your second sentence.
1102,I love to draw as well
1103,competitions
1104,You still need two more entries. But good start to your first entry.
1105,"This is a great paragraph but there was a spelling error, and some info didn't make sense. "
1106,where you ride..
1107,"Maybe mentioning memes isn't the greatest idea. I love memes as well as the next guy, but maybe some professional photoshops would be more appropriate? "
1108,how was your  first experience?
